Bairro;Data;Acidentes de Trânsito
Ribeirópolis;01.04.2022;5
Andaraguá;01.04.2022;0
Nova Mirim;01.04.2022;16
Anhanguera;01.04.2022;4
Quietude;01.04.2022;1
Santa Marina;01.04.2022;0
Tupiry;01.04.2022;3
Antártica;01.04.2022;7
Vila Sônia;01.04.2022;1
Glória;01.04.2022;0
Sítio do Campo;01.04.2022;9
Xixová;01.04.2022;0
Serra do Mar;01.04.2022;0
Não Informado;01.04.2022;0
Militar;01.05.2022;0
Canto do Forte;01.05.2022;3
Boqueirão;01.05.2022;8
Guilhermina;01.05.2022;8
Aviação;01.05.2022;7
Tupi;01.05.2022;7
Ocian;01.05.2022;4
Mirim;01.05.2022;3
Maracanã;01.05.2022;3
Caiçara;01.05.2022;4
Real ;01.05.2022;1
Flórida;01.05.2022;1
Solemar;01.05.2022;0
Cidade da Criança;01.05.2022;3
Princesa;01.05.2022;2
Imperador;01.05.2022;0
Melvi;01.05.2022;1
Samambaia;01.05.2022;3
Esmeralda;01.05.2022;3
Ribeirópolis;01.05.2022;4
Andaraguá;01.05.2022;2
Nova Mirim;01.05.2022;8
Anhanguera;01.05.2022;1
Quietude;01.05.2022;0
Santa Marina;01.05.2022;0
Tupiry;01.05.2022;2
Antártica;01.05.2022;5
Vila Sônia;01.05.2022;3
Glória;01.05.2022;4
Sítio do Campo;01.05.2022;18
Xixová;01.05.2022;0
Serra do Mar;01.05.2022;0
Não Informado;01.05.2022;0
Militar;01.06.2022;0
Canto do Forte;01.06.2022;2
Boqueirão;01.06.2022;8
Guilhermina;01.06.2022;5
Aviação;01.06.2022;10
Tupi;01.06.2022;6
Ocian;01.06.2022;4
Mirim;01.06.2022;1
Maracanã;01.06.2022;1
Caiçara;01.06.2022;3
Real ;01.06.2022;0
Flórida;01.06.2022;2
Solemar;01.06.2022;0
Cidade da Criança;01.06.2022;1
Princesa;01.06.2022;0
Imperador;01.06.2022;3
Melvi;01.06.2022;1
Samambaia;01.06.2022;3
Esmeralda;01.06.2022;1
Ribeirópolis;01.06.2022;5
Andaraguá;01.06.2022;0
Nova Mirim;01.06.2022;9
Anhanguera;01.06.2022;3
Quietude;01.06.2022;1
Santa Marina;01.06.2022;0
Tupiry;01.06.2022;2
Antártica;01.06.2022;5
Vila Sônia;01.06.2022;4
Glória;01.06.2022;3
Sítio do Campo;01.06.2022;16
Xixová;01.06.2022;0
Serra do Mar;01.06.2022;0
Não Informado;01.06.2022;0
Militar;01.07.2022;0
Canto do Forte;01.07.2022;4
Boqueirão;01.07.2022;6
Guilhermina;01.07.2022;6
Aviação;01.07.2022;6
Tupi;01.07.2022;9
Ocian;01.07.2022;5
Mirim;01.07.2022;3
Maracanã;01.07.2022;4
Caiçara;01.07.2022;4
Real ;01.07.2022;3
Flórida;01.07.2022;3
Solemar;01.07.2022;0
Cidade da Criança;01.07.2022;1
Princesa;01.07.2022;0
Imperador;01.07.2022;2
Melvi;01.07.2022;1
Samambaia;01.07.2022;0
Esmeralda;01.07.2022;1
Ribeirópolis;01.07.2022;5
Andaraguá;01.07.2022;0
Nova Mirim;01.07.2022;7
Anhanguera;01.07.2022;1
Quietude;01.07.2022;2
Santa Marina;01.07.2022;0
Tupiry;01.07.2022;1
Antártica;01.07.2022;4
Vila Sônia;01.07.2022;3
Glória;01.07.2022;2
Sítio do Campo;01.07.2022;13
Xixová;01.07.2022;0
Serra do Mar;01.07.2022;0
Não Informado;01.07.2022;2
Militar;01.08.2022;0
Canto do Forte;01.08.2022;5
Boqueirão;01.08.2022;6
Guilhermina;01.08.2022;12
Aviação;01.08.2022;3
Tupi;01.08.2022;7
Ocian;01.08.2022;7
Mirim;01.08.2022;5
Maracanã;01.08.2022;4
Caiçara;01.08.2022;5
Real ;01.08.2022;1
Flórida;01.08.2022;2
Solemar;01.08.2022;0
Cidade da Criança;01.08.2022;3
Princesa;01.08.2022;1
Imperador;01.08.2022;1
Melvi;01.08.2022;5
Samambaia;01.08.2022;1
Esmeralda;01.08.2022;5
Ribeirópolis;01.08.2022;4
Andaraguá;01.08.2022;0
Nova Mirim;01.08.2022;3
Anhanguera;01.08.2022;1
Quietude;01.08.2022;1
Santa Marina;01.08.2022;0
Tupiry;01.08.2022;0
Antártica;01.08.2022;4
Vila Sônia;01.08.2022;2
Glória;01.08.2022;7
Sítio do Campo;01.08.2022;15
Xixová;01.08.2022;0
Serra do Mar;01.08.2022;0
Não Informado;01.08.2022;1
Militar;01.09.2022;0
Canto do Forte;01.09.2022;1
Boqueirão;01.09.2022;5
Guilhermina;01.09.2022;14
Aviação;01.09.2022;5
Tupi;01.09.2022;6
Ocian;01.09.2022;5
Mirim;01.09.2022;2
Maracanã;01.09.2022;3
Caiçara;01.09.2022;4
Real ;01.09.2022;0
Flórida;01.09.2022;0
Solemar;01.09.2022;1
Cidade da Criança;01.09.2022;3
Princesa;01.09.2022;1
Imperador;01.09.2022;0
Melvi;01.09.2022;1
Samambaia;01.09.2022;4
Esmeralda;01.09.2022;3
Ribeirópolis;01.09.2022;5
Andaraguá;01.09.2022;0
Nova Mirim;01.09.2022;8
Anhanguera;01.09.2022;1
Quietude;01.09.2022;2
Santa Marina;01.09.2022;0
Tupiry;01.09.2022;1
Antártica;01.09.2022;4
Vila Sônia;01.09.2022;3
Glória;01.09.2022;6
Sítio do Campo;01.09.2022;18
Xixová;01.09.2022;0
Serra do Mar;01.09.2022;0
Não Informado;01.09.2022;2
Militar;01.10.2022;0
Canto do Forte;01.10.2022;7
Boqueirão;01.10.2022;6
Guilhermina;01.10.2022;13
Aviação;01.10.2022;6
Tupi;01.10.2022;8
Ocian;01.10.2022;2
Mirim;01.10.2022;5
Maracanã;01.10.2022;0
Caiçara;01.10.2022;6
Real ;01.10.2022;1
Flórida;01.10.2022;0
Solemar;01.10.2022;0
Cidade da Criança;01.10.2022;5
Princesa;01.10.2022;2
Imperador;01.10.2022;1
Melvi;01.10.2022;1
Samambaia;01.10.2022;2
Esmeralda;01.10.2022;6
Ribeirópolis;01.10.2022;6
Andaraguá;01.10.2022;0
Nova Mirim;01.10.2022;7
Anhanguera;01.10.2022;3
Quietude;01.10.2022;3
Santa Marina;01.10.2022;0
Tupiry;01.10.2022;2
Antártica;01.10.2022;4
Vila Sônia;01.10.2022;5
Glória;01.10.2022;4
Sítio do Campo;01.10.2022;11
Xixová;01.10.2022;0
Serra do Mar;01.10.2022;0
Não Informado;01.10.2022;5
Militar;01.11.2022;0
Canto do Forte;01.11.2022;4
Boqueirão;01.11.2022;7
Guilhermina;01.11.2022;6
Aviação;01.11.2022;6
Tupi;01.11.2022;5
Ocian;01.11.2022;10
Mirim;01.11.2022;0
Maracanã;01.11.2022;0
Caiçara;01.11.2022;8
Real ;01.11.2022;2
Flórida;01.11.2022;1
Solemar;01.11.2022;3
Cidade da Criança;01.11.2022;1
Princesa;01.11.2022;1
Imperador;01.11.2022;2
Melvi;01.11.2022;0
Samambaia;01.11.2022;3
Esmeralda;01.11.2022;0
Ribeirópolis;01.11.2022;6
Andaraguá;01.11.2022;0
Nova Mirim;01.11.2022;11
Anhanguera;01.11.2022;0
Quietude;01.11.2022;0
Santa Marina;01.11.2022;0
Tupiry;01.11.2022;1
Antártica;01.11.2022;8
Vila Sônia;01.11.2022;2
Glória;01.11.2022;7
Sítio do Campo;01.11.2022;13
Xixová;01.11.2022;0
Serra do Mar;01.11.2022;0
Não Informado;01.11.2022;2
Militar;01.12.2022;0
Canto do Forte;01.12.2022;4
Boqueirão;01.12.2022;7
Guilhermina;01.12.2022;12
Aviação;01.12.2022;11
Tupi;01.12.2022;9
Ocian;01.12.2022;7
Mirim;01.12.2022;4
Maracanã;01.12.2022;3
Caiçara;01.12.2022;13
Real ;01.12.2022;3
Flórida;01.12.2022;2
Solemar;01.12.2022;0
Cidade da Criança;01.12.2022;3
Princesa;01.12.2022;1
Imperador;01.12.2022;3
Melvi;01.12.2022;1
Samambaia;01.12.2022;5
Esmeralda;01.12.2022;5
Ribeirópolis;01.12.2022;8
Andaraguá;01.12.2022;1
Nova Mirim;01.12.2022;4
Anhanguera;01.12.2022;2
Quietude;01.12.2022;1
Santa Marina;01.12.2022;0
Tupiry;01.12.2022;1
Antártica;01.12.2022;6
Vila Sônia;01.12.2022;3
Glória;01.12.2022;3
Sítio do Campo;01.12.2022;22
Xixová;01.12.2022;0
Serra do Mar;01.12.2022;0
Não Informado;01.12.2022;4
Militar;01.01.2023;0
Canto do Forte;01.01.2023;4
Boqueirão;01.01.2023;13
Guilhermina;01.01.2023;7
Aviação;01.01.2023;9
Tupi;01.01.2023;3
Ocian;01.01.2023;4
Mirim;01.01.2023;9
Maracanã;01.01.2023;4
Caiçara;01.01.2023;10
Real ;01.01.2023;4
Flórida;01.01.2023;0
Solemar;01.01.2023;0
Cidade da Criança;01.01.2023;2
Princesa;01.01.2023;1
Imperador;01.01.2023;3
Melvi;01.01.2023;0
Samambaia;01.01.2023;3
Esmeralda;01.01.2023;5
Ribeirópolis;01.01.2023;3
Andaraguá;01.01.2023;1
Nova Mirim;01.01.2023;9
Anhanguera;01.01.2023;1
Quietude;01.01.2023;0
Santa Marina;01.01.2023;1
Tupiry;01.01.2023;3
Antártica;01.01.2023;2
Vila Sônia;01.01.2023;1
Glória;01.01.2023;3
Sítio do Campo;01.01.2023;19
Xixová;01.01.2023;0
Serra do Mar;01.01.2023;0
Não Informado;01.01.2023;2
Militar;01.02.2023;0
Canto do Forte;01.02.2023;2
Boqueirão;01.02.2023;5
Guilhermina;01.02.2023;9
Aviação;01.02.2023;2
Tupi;01.02.2023;5
Ocian;01.02.2023;6
Mirim;01.02.2023;10
Maracanã;01.02.2023;3
Caiçara;01.02.2023;4
Real ;01.02.2023;0
Flórida;01.02.2023;1
Solemar;01.02.2023;0
Cidade da Criança;01.02.2023;4
Princesa;01.02.2023;2
Imperador;01.02.2023;2
Melvi;01.02.2023;3
Samambaia;01.02.2023;1
Esmeralda;01.02.2023;0
Ribeirópolis;01.02.2023;1
Andaraguá;01.02.2023;0
Nova Mirim;01.02.2023;5
Anhanguera;01.02.2023;3
Quietude;01.02.2023;0
Santa Marina;01.02.2023;1
Tupiry;01.02.2023;1
Antártica;01.02.2023;2
Vila Sônia;01.02.2023;4
Glória;01.02.2023;2
Sítio do Campo;01.02.2023;15
Xixová;01.02.2023;0
Serra do Mar;01.02.2023;0
Não Informado;01.02.2023;1
Militar;01.03.2023;0
Canto do Forte;01.03.2023;6
Boqueirão;01.03.2023;5
Guilhermina;01.03.2023;9
Aviação;01.03.2023;1
Tupi;01.03.2023;4
Ocian;01.03.2023;2
Mirim;01.03.2023;10
Maracanã;01.03.2023;1
Caiçara;01.03.2023;8
Real ;01.03.2023;1
Flórida;01.03.2023;0
Solemar;01.03.2023;0
Cidade da Criança;01.03.2023;1
Princesa;01.03.2023;1
Imperador;01.03.2023;1
Melvi;01.03.2023;3
Samambaia;01.03.2023;5
Esmeralda;01.03.2023;3
Ribeirópolis;01.03.2023;2
Andaraguá;01.03.2023;1
Nova Mirim;01.03.2023;3
Anhanguera;01.03.2023;3
Quietude;01.03.2023;4
Santa Marina;01.03.2023;0
Tupiry;01.03.2023;2
Antártica;01.03.2023;2
Vila Sônia;01.03.2023;1
Glória;01.03.2023;1
Sítio do Campo;01.03.2023;17
Xixová;01.03.2023;0
Serra do Mar;01.03.2023;0
Não Informado;01.03.2023;23
Militar;01.04.2023;0
Canto do Forte;01.04.2023;4
Boqueirão;01.04.2023;8
Guilhermina;01.04.2023;10
Aviação;01.04.2023;5
Tupi;01.04.2023;9
Ocian;01.04.2023;3
Mirim;01.04.2023;7
Maracanã;01.04.2023;1
Caiçara;01.04.2023;2
Real ;01.04.2023;1
Flórida;01.04.2023;2
Solemar;01.04.2023;2
Cidade da Criança;01.04.2023;4
Princesa;01.04.2023;1
Imperador;01.04.2023;2
Melvi;01.04.2023;1
Samambaia;01.04.2023;3
Esmeralda;01.04.2023;2
Ribeirópolis;01.04.2023;3
Andaraguá;01.04.2023;0
Nova Mirim;01.04.2023;7
Anhanguera;01.04.2023;0
Quietude;01.04.2023;1
Santa Marina;01.04.2023;1
Tupiry;01.04.2023;2
Antártica;01.04.2023;4
Vila Sônia;01.04.2023;2
Glória;01.04.2023;7
Sítio do Campo;01.04.2023;13
Xixová;01.04.2023;0
Serra do Mar;01.04.2023;0
Não Informado;01.04.2023;3
Militar;01.05.2023;0
Canto do Forte;01.05.2023;5
Boqueirão;01.05.2023;7
Guilhermina;01.05.2023;5
Aviação;01.05.2023;8
Tupi;01.05.2023;6
Ocian;01.05.2023;4
Mirim;01.05.2023;2
Maracanã;01.05.2023;4
Caiçara;01.05.2023;3
Real ;01.05.2023;3
Flórida;01.05.2023;0
Solemar;01.05.2023;0
Cidade da Criança;01.05.2023;2
Princesa;01.05.2023;3
Imperador;01.05.2023;2
Melvi;01.05.2023;1
Samambaia;01.05.2023;6
Esmeralda;01.05.2023;1
Ribeirópolis;01.05.2023;5
Andaraguá;01.05.2023;3
Nova Mirim;01.05.2023;13
Anhanguera;01.05.2023;5
Quietude;01.05.2023;2
Santa Marina;01.05.2023;2
Tupiry;01.05.2023;2
Antártica;01.05.2023;6
Vila Sônia;01.05.2023;2
Glória;01.05.2023;4
Sítio do Campo;01.05.2023;13
Xixová;01.05.2023;0
Serra do Mar;01.05.2023;0
Não Informado;01.05.2023;5
Militar;01.06.2023;0
Canto do Forte;01.06.2023;10
Boqueirão;01.06.2023;13
Guilhermina;01.06.2023;3
Aviação;01.06.2023;3
Tupi;01.06.2023;7
Ocian;01.06.2023;9
Mirim;01.06.2023;7
Maracanã;01.06.2023;4
Caiçara;01.06.2023;4
Real ;01.06.2023;4
Flórida;01.06.2023;0
Solemar;01.06.2023;0
Cidade da Criança;01.06.2023;2
Princesa;01.06.2023;3
Imperador;01.06.2023;1
Melvi;01.06.2023;1
Samambaia;01.06.2023;2
Esmeralda;01.06.2023;2
Ribeirópolis;01.06.2023;11
Andaraguá;01.06.2023;1
Nova Mirim;01.06.2023;6
Anhanguera;01.06.2023;1
Quietude;01.06.2023;2
Santa Marina;01.06.2023;1
Tupiry;01.06.2023;3
Antártica;01.06.2023;3
Vila Sônia;01.06.2023;6
Glória;01.06.2023;3
Sítio do Campo;01.06.2023;12
Xixová;01.06.2023;3
Serra do Mar;01.06.2023;0
Não Informado;01.06.2023;5
Militar;01.07.2023;0
Canto do Forte;01.07.2023;5
Boqueirão;01.07.2023;6
Guilhermina;01.07.2023;8
Aviação;01.07.2023;4
Tupi;01.07.2023;6
Ocian;01.07.2023;6
Mirim;01.07.2023;6
Maracanã;01.07.2023;2
Caiçara;01.07.2023;3
Real ;01.07.2023;2
Flórida;01.07.2023;1
Solemar;01.07.2023;0
Cidade da Criança;01.07.2023;2
Princesa;01.07.2023;2
Imperador;01.07.2023;1
Melvi;01.07.2023;0
Samambaia;01.07.2023;3
Esmeralda;01.07.2023;3
Ribeirópolis;01.07.2023;4
Andaraguá;01.07.2023;0
Nova Mirim;01.07.2023;13
Anhanguera;01.07.2023;1
Quietude;01.07.2023;2
Santa Marina;01.07.2023;2
Tupiry;01.07.2023;3
Antártica;01.07.2023;7
Vila Sônia;01.07.2023;1
Glória;01.07.2023;4
Sítio do Campo;01.07.2023;14
Xixová;01.07.2023;1
Serra do Mar;01.07.2023;0
Não Informado;01.07.2023;1
Militar;01.08.2023;0
Canto do Forte;01.08.2023;3
Boqueirão;01.08.2023;12
Guilhermina;01.08.2023;4
Aviação;01.08.2023;7
Tupi;01.08.2023;9
Ocian;01.08.2023;8
Mirim;01.08.2023;3
Maracanã;01.08.2023;2
Caiçara;01.08.2023;1
Real ;01.08.2023;0
Flórida;01.08.2023;0
Solemar;01.08.2023;0
Cidade da Criança;01.08.2023;1
Princesa;01.08.2023;2
Imperador;01.08.2023;0
Melvi;01.08.2023;2
Samambaia;01.08.2023;2
Esmeralda;01.08.2023;7
Ribeirópolis;01.08.2023;6
Andaraguá;01.08.2023;1
Nova Mirim;01.08.2023;7
Anhanguera;01.08.2023;3
Quietude;01.08.2023;3
Santa Marina;01.08.2023;0
Tupiry;01.08.2023;2
Antártica;01.08.2023;5
Vila Sônia;01.08.2023;0
Glória;01.08.2023;3
Sítio do Campo;01.08.2023;16
Xixová;01.08.2023;1
Serra do Mar;01.08.2023;0
Não Informado;01.08.2023;5
Militar;01.09.2023;0
Canto do Forte;01.09.2023;2
Boqueirão;01.09.2023;7
Guilhermina;01.09.2023;4
Aviação;01.09.2023;6
Tupi;01.09.2023;6
Ocian;01.09.2023;2
Mirim;01.09.2023;4
Maracanã;01.09.2023;2
Caiçara;01.09.2023;5
Real ;01.09.2023;1
Flórida;01.09.2023;0
Solemar;01.09.2023;0
Cidade da Criança;01.09.2023;0
Princesa;01.09.2023;1
Imperador;01.09.2023;1
Melvi;01.09.2023;2
Samambaia;01.09.2023;2
Esmeralda;01.09.2023;4
Ribeirópolis;01.09.2023;8
Andaraguá;01.09.2023;2
Nova Mirim;01.09.2023;7
Anhanguera;01.09.2023;3
Quietude;01.09.2023;1
Santa Marina;01.09.2023;0
Tupiry;01.09.2023;0
Antártica;01.09.2023;6
Vila Sônia;01.09.2023;1
Glória;01.09.2023;5
Sítio do Campo;01.09.2023;10
Xixová;01.09.2023;1
Serra do Mar;01.09.2023;0
Não Informado;01.09.2023;15
Militar;01.10.2023;0
Canto do Forte;01.10.2023;2
Boqueirão;01.10.2023;5
Guilhermina;01.10.2023;9
Aviação;01.10.2023;6
Tupi;01.10.2023;10
Ocian;01.10.2023;7
Mirim;01.10.2023;3
Maracanã;01.10.2023;2
Caiçara;01.10.2023;7
Real ;01.10.2023;1
Flórida;01.10.2023;1
Solemar;01.10.2023;0
Cidade da Criança;01.10.2023;0
Princesa;01.10.2023;5
Imperador;01.10.2023;0
Melvi;01.10.2023;1
Samambaia;01.10.2023;1
Esmeralda;01.10.2023;1
Ribeirópolis;01.10.2023;7
Andaraguá;01.10.2023;3
Nova Mirim;01.10.2023;9
Anhanguera;01.10.2023;6
Quietude;01.10.2023;0
Santa Marina;01.10.2023;0
Tupiry;01.10.2023;0
Antártica;01.10.2023;6
Vila Sônia;01.10.2023;2
Glória;01.10.2023;5
Sítio do Campo;01.10.2023;9
Xixová;01.10.2023;0
Serra do Mar;01.10.2023;0
Não Informado;01.10.2023;0
Militar;01.11.2023;0
Canto do Forte;01.11.2023;4
Boqueirão;01.11.2023;8
Guilhermina;01.11.2023;9
Aviação;01.11.2023;11
Tupi;01.11.2023;10
Ocian;01.11.2023;8
Mirim;01.11.2023;4
Maracanã;01.11.2023;5
Caiçara;01.11.2023;10
Real ;01.11.2023;2
Flórida;01.11.2023;0
Solemar;01.11.2023;0
Cidade da Criança;01.11.2023;0
Princesa;01.11.2023;4
Imperador;01.11.2023;0
Melvi;01.11.2023;3
Samambaia;01.11.2023;4
Esmeralda;01.11.2023;3
Ribeirópolis;01.11.2023;5
Andaraguá;01.11.2023;3
Nova Mirim;01.11.2023;7
Anhanguera;01.11.2023;2
Quietude;01.11.2023;0
Santa Marina;01.11.2023;0
Tupiry;01.11.2023;1
Antártica;01.11.2023;3
Vila Sônia;01.11.2023;3
Glória;01.11.2023;1
Sítio do Campo;01.11.2023;7
Xixová;01.11.2023;0
Serra do Mar;01.11.2023;0
Não Informado;01.11.2023;1
Militar;01.12.2023;0
Canto do Forte;01.12.2023;2
Boqueirão;01.12.2023;5
Guilhermina;01.12.2023;11
Aviação;01.12.2023;10
Tupi;01.12.2023;13
Ocian;01.12.2023;2
Mirim;01.12.2023;7
Maracanã;01.12.2023;5
Caiçara;01.12.2023;4
Real ;01.12.2023;3
Flórida;01.12.2023;1
Solemar;01.12.2023;0
Cidade da Criança;01.12.2023;1
Princesa;01.12.2023;1
Imperador;01.12.2023;1
Melvi;01.12.2023;3
Samambaia;01.12.2023;6
Esmeralda;01.12.2023;4
Ribeirópolis;01.12.2023;13
Andaraguá;01.12.2023;3
Nova Mirim;01.12.2023;4
Anhanguera;01.12.2023;2
Quietude;01.12.2023;0
Santa Marina;01.12.2023;0
Tupiry;01.12.2023;1
Antártica;01.12.2023;4
Vila Sônia;01.12.2023;5
Glória;01.12.2023;6
Sítio do Campo;01.12.2023;11
Xixová;01.12.2023;1
Serra do Mar;01.12.2023;0
Não Informado;01.12.2023;1
Militar;01.01.2024;0
Canto do Forte;01.01.2024;6
Boqueirão;01.01.2024;10
Guilhermina;01.01.2024;11
Aviação;01.01.2024;6
Tupi;01.01.2024;5
Ocian;01.01.2024;4
Mirim;01.01.2024;7
Maracanã;01.01.2024;4
Caiçara;01.01.2024;8
Real ;01.01.2024;2
Flórida;01.01.2024;0
Solemar;01.01.2024;1
Cidade da Criança;01.01.2024;1
Princesa;01.01.2024;6
Imperador;01.01.2024;2
Melvi;01.01.2024;0
Samambaia;01.01.2024;5
Esmeralda;01.01.2024;0
Ribeirópolis;01.01.2024;5
Andaraguá;01.01.2024;5
Nova Mirim;01.01.2024;11
Anhanguera;01.01.2024;2
Quietude;01.01.2024;3
Santa Marina;01.01.2024;0
Tupiry;01.01.2024;0
Antártica;01.01.2024;5
Vila Sônia;01.01.2024;2
Glória;01.01.2024;3
Sítio do Campo;01.01.2024;11
Xixová;01.01.2024;5
Serra do Mar;01.01.2024;0
Não Informado;01.01.2024;0
Militar;01.02.2024;0
Canto do Forte;01.02.2024;10
Boqueirão;01.02.2024;6
Guilhermina;01.02.2024;10
Aviação;01.02.2024;7
Tupi;01.02.2024;5
Ocian;01.02.2024;3
Mirim;01.02.2024;5
Maracanã;01.02.2024;5
Caiçara;01.02.2024;5
Real ;01.02.2024;1
Flórida;01.02.2024;0
Solemar;01.02.2024;6
Cidade da Criança;01.02.2024;1
Princesa;01.02.2024;2
Imperador;01.02.2024;1
Melvi;01.02.2024;2
Samambaia;01.02.2024;3
Esmeralda;01.02.2024;4
Ribeirópolis;01.02.2024;11
Andaraguá;01.02.2024;2
Nova Mirim;01.02.2024;12
Anhanguera;01.02.2024;6
Quietude;01.02.2024;1
Santa Marina;01.02.2024;0
Tupiry;01.02.2024;0
Antártica;01.02.2024;2
Vila Sônia;01.02.2024;2
Glória;01.02.2024;2
Sítio do Campo;01.02.2024;9
Xixová;01.02.2024;6
Serra do Mar;01.02.2024;0
Não Informado;01.02.2024;0
Militar;01.03.2024;0
Canto do Forte;01.03.2024;3
Boqueirão;01.03.2024;11
Guilhermina;01.03.2024;12
Aviação;01.03.2024;1
Tupi;01.03.2024;2
Ocian;01.03.2024;1
Mirim;01.03.2024;3
Maracanã;01.03.2024;11
Caiçara;01.03.2024;6
Real ;01.03.2024;4
Flórida;01.03.2024;0
Solemar;01.03.2024;3
Cidade da Criança;01.03.2024;3
Princesa;01.03.2024;0
Imperador;01.03.2024;0
Melvi;01.03.2024;0
Samambaia;01.03.2024;2
Esmeralda;01.03.2024;1
Ribeirópolis;01.03.2024;2
Andaraguá;01.03.2024;2
Nova Mirim;01.03.2024;15
Anhanguera;01.03.2024;3
Quietude;01.03.2024;1
Santa Marina;01.03.2024;0
Tupiry;01.03.2024;0
Antártica;01.03.2024;4
Vila Sônia;01.03.2024;3
Glória;01.03.2024;2
Sítio do Campo;01.03.2024;11
Xixová;01.03.2024;0
Serra do Mar;01.03.2024;0
Não Informado;01.03.2024;2
Militar;01.04.2024;0
Canto do Forte;01.04.2024;3
Boqueirão;01.04.2024;8
Guilhermina;01.04.2024;10
Aviação;01.04.2024;4
Tupi;01.04.2024;4
Ocian;01.04.2024;5
Mirim;01.04.2024;2
Maracanã;01.04.2024;4
Caiçara;01.04.2024;7
Real ;01.04.2024;2
Flórida;01.04.2024;0
Solemar;01.04.2024;0
Cidade da Criança;01.04.2024;0
Princesa;01.04.2024;1
Imperador;01.04.2024;1
Melvi;01.04.2024;1
Samambaia;01.04.2024;0
Esmeralda;01.04.2024;3
Ribeirópolis;01.04.2024;3
Andaraguá;01.04.2024;4
Nova Mirim;01.04.2024;13
Anhanguera;01.04.2024;3
Quietude;01.04.2024;2
Santa Marina;01.04.2024;0
Tupiry;01.04.2024;4
Antártica;01.04.2024;7
Vila Sônia;01.04.2024;1
Glória;01.04.2024;0
Sítio do Campo;01.04.2024;12
Xixová;01.04.2024;2
Serra do Mar;01.04.2024;0
Não Informado;01.04.2024;0
Militar;01.05.2024;0
Canto do Forte;01.05.2024;4
Boqueirão;01.05.2024;12
Guilhermina;01.05.2024;8
Aviação;01.05.2024;3
Tupi;01.05.2024;7
Ocian;01.05.2024;3
Mirim;01.05.2024;4
Maracanã;01.05.2024;7
Caiçara;01.05.2024;7
Real ;01.05.2024;3
Flórida;01.05.2024;0
Solemar;01.05.2024;0
Cidade da Criança;01.05.2024;2
Princesa;01.05.2024;0
Imperador;01.05.2024;0
Melvi;01.05.2024;1
Samambaia;01.05.2024;10
Esmeralda;01.05.2024;2
Ribeirópolis;01.05.2024;6
Andaraguá;01.05.2024;1
Nova Mirim;01.05.2024;14
Anhanguera;01.05.2024;2
Quietude;01.05.2024;0
Santa Marina;01.05.2024;0
Tupiry;01.05.2024;2
Antártica;01.05.2024;3
Vila Sônia;01.05.2024;6
Glória;01.05.2024;2
Sítio do Campo;01.05.2024;9
Xixová;01.05.2024;5
Serra do Mar;01.05.2024;0
Não Informado;01.05.2024;3
Militar;01.06.2024;0
Canto do Forte;01.06.2024;4
Boqueirão;01.06.2024;6
Guilhermina;01.06.2024;12
Aviação;01.06.2024;6
Tupi;01.06.2024;7
Ocian;01.06.2024;6
Mirim;01.06.2024;1
Maracanã;01.06.2024;4
Caiçara;01.06.2024;3
Real ;01.06.2024;5
Flórida;01.06.2024;0
Solemar;01.06.2024;0
Cidade da Criança;01.06.2024;0
Princesa;01.06.2024;4
Imperador;01.06.2024;0
Melvi;01.06.2024;3
Samambaia;01.06.2024;2
Esmeralda;01.06.2024;5
Ribeirópolis;01.06.2024;2
Andaraguá;01.06.2024;1
Nova Mirim;01.06.2024;11
Anhanguera;01.06.2024;1
Quietude;01.06.2024;1
Santa Marina;01.06.2024;0
Tupiry;01.06.2024;8
Antártica;01.06.2024;4
Vila Sônia;01.06.2024;0
Glória;01.06.2024;3
Sítio do Campo;01.06.2024;10
Xixová;01.06.2024;4
Serra do Mar;01.06.2024;0
Não Informado;01.06.2024;9
Militar;01.07.2024;0
Canto do Forte;01.07.2024;3
Boqueirão;01.07.2024;5
Guilhermina;01.07.2024;6
Aviação;01.07.2024;3
Tupi;01.07.2024;5
Ocian;01.07.2024;3
Mirim;01.07.2024;4
Maracanã;01.07.2024;1
Caiçara;01.07.2024;3
Real ;01.07.2024;2
Flórida;01.07.2024;0
Solemar;01.07.2024;0
Cidade da Criança;01.07.2024;0
Princesa;01.07.2024;0
Imperador;01.07.2024;0
Melvi;01.07.2024;1
Samambaia;01.07.2024;3
Esmeralda;01.07.2024;0
Ribeirópolis;01.07.2024;3
Andaraguá;01.07.2024;1
Nova Mirim;01.07.2024;12
Anhanguera;01.07.2024;5
Quietude;01.07.2024;2
Santa Marina;01.07.2024;0
Tupiry;01.07.2024;2
Antártica;01.07.2024;9
Vila Sônia;01.07.2024;1
Glória;01.07.2024;2
Sítio do Campo;01.07.2024;7
Xixová;01.07.2024;2
Serra do Mar;01.07.2024;0
Não Informado;01.07.2024;1
Militar;01.08.2024;0
Canto do Forte;01.08.2024;6
Boqueirão;01.08.2024;5
Guilhermina;01.08.2024;12
Aviação;01.08.2024;4
Tupi;01.08.2024;6
Ocian;01.08.2024;3
Mirim;01.08.2024;4
Maracanã;01.08.2024;1
Caiçara;01.08.2024;7
Real ;01.08.2024;0
Flórida;01.08.2024;0
Solemar;01.08.2024;1
Cidade da Criança;01.08.2024;0
Princesa;01.08.2024;2
Imperador;01.08.2024;1
Melvi;01.08.2024;2
